num,locyrwntc,Location,year,Crop,WateringRegime,NapplicnQ,TOS,Cultivar,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrWNTC,CropCO2,PairedFACEdata$Location,RRB,RRCa,RRCu,RRFe,RRK,RRMg,RRMn,RRN,RRP,RRP,RRS,RRZn,RRyield
143,Horsham__Australia 2007 wheat 3 Wet Low TOS_1 Janz,Horsham__Australia,2007,wheat,Wet,Low,TOS_1,Janz,32.47,30.72,,,,,,,,,,339.5,339.5,13.51,Horsham__Australia 2007 wheat 3 12 E Wet Low TOS_1 Janz,Horsham__Australia 2007 wheat 3 12 Wet Low TOS_1 Janz,Horsham__Australia 2007 wheat Wet Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.944010417,,,,,,,,0.951955651,0.938733432
144,Horsham__Australia 2007 wheat 3 Wet Low TOS_1 Yitpi,Horsham__Australia,2007,wheat,Wet,Low,TOS_1,Yitpi,24.97,30.72,,,,,,,,,,337.9,337.9,13.2,Horsham__Australia 2007 wheat 3 12 C Wet Low TOS_1 Yitpi,Horsham__Australia 2007 wheat 3 12 Wet Low TOS_1 Yitpi,Horsham__Australia 2007 wheat Wet Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.965820313,,,,,,,,1.39567481,1.538916839
145,Horsham__Australia 2007 wheat 3 Wet Low TOS_2 Janz,Horsham__Australia,2007,wheat,Wet,Low,TOS_2,Janz,45.25,36.47,,,,,,,,,,88.9,88.9,14.4,Horsham__Australia 2007 wheat 3 12 H Wet Low TOS_2 Janz,Horsham__Australia 2007 wheat 3 12 Wet Low TOS_2 Janz,Horsham__Australia 2007 wheat Wet Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,0.957499315,,,,,,,,0.769723757,2.969628796
146,Horsham__Australia 2007 wheat 3 Wet Low TOS_2 Yitpi,Horsham__Australia,2007,wheat,Wet,Low,TOS_2,Yitpi,41.05,39.14,,,,,,,,,,177.9,177.9,14.26,Horsham__Australia 2007 wheat 3 12 J Wet Low TOS_2 Yitpi,Horsham__Australia 2007 wheat 3 12 Wet Low TOS_2 Yitpi,Horsham__Australia 2007 wheat Wet Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.956566173,,,,,,,,0.771254568,1.863968522
147,Horsham__Australia 2007 wheat 3 Wet Medium TOS_1 Yitpi,Horsham__Australia,2007,wheat,Wet,Medium,TOS_1,Yitpi,24.08,33.59,,,,,,,,,,317.2,317.2,13.54,Horsham__Australia 2007 wheat 3 12 B Wet Medium TOS_1 Yitpi,Horsham__Australia 2007 wheat 3 12 Wet Medium TOS_1 Yitpi,Horsham__Australia 2007 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.884489431,,,,,,,,1.331810631,1.387452711
148,Horsham__Australia 2007 wheat 3 Wet Medium TOS_2 Yitpi,Horsham__Australia,2007,wheat,Wet,Medium,TOS_2,Yitpi,45.87,40.17,,,,,,,,,,136.4,136.4,14.2,Horsham__Australia 2007 wheat 3 12 K Wet Medium TOS_2 Yitpi,Horsham__Australia 2007 wheat 3 12 Wet Medium TOS_2 Yitpi,Horsham__Australia 2007 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.012944984,,,,,,,,0.852626989,1.927419355
149,Horsham__Australia 2007 wheat 4 Dry Low TOS_1 Janz,Horsham__Australia,2007,wheat,Dry,Low,TOS_1,Janz,31.56,37.36,,,,,,,,,,152.8,152.8,15.33,Horsham__Australia 2007 wheat 4 13 J Dry Low TOS_1 Janz,Horsham__Australia 2007 wheat 4 13 Dry Low TOS_1 Janz,Horsham__Australia 2007 wheat Dry Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.754817987,,,,,,,,1.197401774,1.890052356
150,Horsham__Australia 2007 wheat 4 Dry Low TOS_1 Yitpi,Horsham__Australia,2007,wheat,Dry,Low,TOS_1,Yitpi,27.77,33.53,,,,,,,,,,230.4,230.4,14.49,Horsham__Australia 2007 wheat 4 13 H Dry Low TOS_1 Yitpi,Horsham__Australia 2007 wheat 4 13 Dry Low TOS_1 Yitpi,Horsham__Australia 2007 wheat Dry Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.932895914,,,,,,,,1.383147281,1.313368056
151,Horsham__Australia 2007 wheat 4 Dry Low TOS_2 Janz,Horsham__Australia,2007,wheat,Dry,Low,TOS_2,Janz,26.74,36.52,,,,,,,,,,154,154,13.14,Horsham__Australia 2007 wheat 4 13 C Dry Low TOS_2 Janz,Horsham__Australia 2007 wheat 4 13 Dry Low TOS_2 Janz,Horsham__Australia 2007 wheat Dry Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,0.974260679,,,,,,,,1.340688108,1.457142857
152,Horsham__Australia 2007 wheat 4 Dry Low TOS_2 Yitpi,Horsham__Australia,2007,wheat,Dry,Low,TOS_2,Yitpi,29.48,40.7,,,,,,,,,,194.9,194.9,14.07,Horsham__Australia 2007 wheat 4 13 B Dry Low TOS_2 Yitpi,Horsham__Australia 2007 wheat 4 13 Dry Low TOS_2 Yitpi,Horsham__Australia 2007 wheat Dry Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.933415233,,,,,,,,1.384667571,0.609030272
153,Horsham__Australia 2007 wheat 4 Dry Medium TOS_1 Yitpi,Horsham__Australia,2007,wheat,Dry,Medium,TOS_1,Yitpi,37.69,32.39,,,,,,,,,,235,235,14.79,Horsham__Australia 2007 wheat 4 13 K Dry Medium TOS_1 Yitpi,Horsham__Australia 2007 wheat 4 13 Dry Medium TOS_1 Yitpi,Horsham__Australia 2007 wheat Dry Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,1.029021303,,,,,,,,0.701512337,1.245106383
154,Horsham__Australia 2007 wheat 4 Dry Medium TOS_2 Yitpi,Horsham__Australia,2007,wheat,Dry,Medium,TOS_2,Yitpi,32.65,40.55,,,,,,,,,,180.9,180.9,13.97,Horsham__Australia 2007 wheat 4 13 E Dry Medium TOS_2 Yitpi,Horsham__Australia 2007 wheat 4 13 Dry Medium TOS_2 Yitpi,Horsham__Australia 2007 wheat Dry Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.024167694,,,,,,,,1.132924962,1.229961305
155,Horsham__Australia 2007 wheat 4 Wet Low TOS_1 Janz,Horsham__Australia,2007,wheat,Wet,Low,TOS_1,Janz,27.76,29.65,,,,,,,,,,348.7,348.7,13.21,Horsham__Australia 2007 wheat 4 14 J Wet Low TOS_1 Janz,Horsham__Australia 2007 wheat 4 14 Wet Low TOS_1 Janz,Horsham__Australia 2007 wheat Wet Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.908937605,,,,,,,,1.034582133,1.259822197
156,Horsham__Australia 2007 wheat 4 Wet Low TOS_1 Yitpi,Horsham__Australia,2007,wheat,Wet,Low,TOS_1,Yitpi,31.29,32.2,,,,,,,,,,355.6,355.6,13.81,Horsham__Australia 2007 wheat 4 14 H Wet Low TOS_1 Yitpi,Horsham__Australia 2007 wheat 4 14 Wet Low TOS_1 Yitpi,Horsham__Australia 2007 wheat Wet Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.962732919,,,,,,,,0.993608182,0.848706412
157,Horsham__Australia 2007 wheat 4 Wet Low TOS_2 Janz,Horsham__Australia,2007,wheat,Wet,Low,TOS_2,Janz,30.88,34.99,,,,,,,,,,291.2,291.2,12.93,Horsham__Australia 2007 wheat 4 14 E Wet Low TOS_2 Janz,Horsham__Australia 2007 wheat 4 14 Wet Low TOS_2 Janz,Horsham__Australia 2007 wheat Wet Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,0.926836239,,,,,,,,0.821891192,1.097184066
158,Horsham__Australia 2007 wheat 4 Wet Low TOS_2 Yitpi,Horsham__Australia,2007,wheat,Wet,Low,TOS_2,Yitpi,41.07,39.38,,,,,,,,,,222.4,222.4,13.7,Horsham__Australia 2007 wheat 4 14 C Wet Low TOS_2 Yitpi,Horsham__Australia 2007 wheat 4 14 Wet Low TOS_2 Yitpi,Horsham__Australia 2007 wheat Wet Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.914423565,,,,,,,,0.923788654,1.303956835
159,Horsham__Australia 2007 wheat 4 Wet Medium TOS_1 Yitpi,Horsham__Australia,2007,wheat,Wet,Medium,TOS_1,Yitpi,27.08,30.1,,,,,,,,,,324.1,324.1,13.85,Horsham__Australia 2007 wheat 4 14 K Wet Medium TOS_1 Yitpi,Horsham__Australia 2007 wheat 4 14 Wet Medium TOS_1 Yitpi,Horsham__Australia 2007 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.978737542,,,,,,,,1.082348597,1.180191299
160,Horsham__Australia 2007 wheat 4 Wet Medium TOS_2 Yitpi,Horsham__Australia,2007,wheat,Wet,Medium,TOS_2,Yitpi,37.74,38.02,,,,,,,,,,266,266,13.59,Horsham__Australia 2007 wheat 4 14 B Wet Medium TOS_2 Yitpi,Horsham__Australia 2007 wheat 4 14 Wet Medium TOS_2 Yitpi,Horsham__Australia 2007 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.997632825,,,,,,,,0.710916799,1.297368421
161,Horsham__Australia 2008 wheat 1 Dry Low TOS_1 Janz,Horsham__Australia,2008,wheat,Dry,Low,TOS_1,Janz,21.13,46.09,,,,,,,,,,272.64,272.64,16.26,Horsham__Australia 2008 wheat 1 4 E Dry Low TOS_1 Janz,Horsham__Australia 2008 wheat 1 4 Dry Low TOS_1 Janz,Horsham__Australia 2008 wheat Dry Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.821219353,,,,,,,,0.693800284,1.767092136
162,Horsham__Australia 2008 wheat 1 Dry Low TOS_1 Yitpi,Horsham__Australia,2008,wheat,Dry,Low,TOS_1,Yitpi,19.81,37.31,,,,,,,,,,531.92,531.92,12.6,Horsham__Australia 2008 wheat 1 4 C Dry Low TOS_1 Yitpi,Horsham__Australia 2008 wheat 1 4 Dry Low TOS_1 Yitpi,Horsham__Australia 2008 wheat Dry Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.999463951,,,,,,,,0.90459364,1.010057903
163,Horsham__Australia 2008 wheat 1 Dry Low TOS_2 Janz,Horsham__Australia,2008,wheat,Dry,Low,TOS_2,Janz,32.72,39.89,,,,,,,,,,113.08,113.08,17.04,Horsham__Australia 2008 wheat 1 1 J Dry Low TOS_2 Janz,Horsham__Australia 2008 wheat 1 1 Dry Low TOS_2 Janz,Horsham__Australia 2008 wheat Dry Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,0.840561544,,,,,,,,0.636308068,3.027767952
164,Horsham__Australia 2008 wheat 1 Dry Low TOS_2 Yitpi,Horsham__Australia,2008,wheat,Dry,Low,TOS_2,Yitpi,24.28,35.16,,,,,,,,,,213.83,213.83,15.24,Horsham__Australia 2008 wheat 1 1 H Dry Low TOS_2 Yitpi,Horsham__Australia 2008 wheat 1 1 Dry Low TOS_2 Yitpi,Horsham__Australia 2008 wheat Dry Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.989761092,,,,,,,,0.912685338,1.078192957
165,Horsham__Australia 2008 wheat 1 Dry Medium TOS_1 Yitpi,Horsham__Australia,2008,wheat,Dry,Medium,TOS_1,Yitpi,21.91,39.24,,,,,,,,,,400.72,400.72,14.41,Horsham__Australia 2008 wheat 1 4 B Dry Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat 1 4 Dry Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat Dry Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.903924567,,,,,,,,0.730716568,1.811813735
166,Horsham__Australia 2008 wheat 1 Dry Medium TOS_2 Yitpi,Horsham__Australia,2008,wheat,Dry,Medium,TOS_2,Yitpi,28.59,34.59,,,,,,,,,,179.83,179.83,15.01,Horsham__Australia 2008 wheat 1 1 K Dry Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat 1 1 Dry Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat Dry Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.107256432,,,,,,,,1.063308849,0.659456153
167,Horsham__Australia 2008 wheat 1 Wet Low TOS_1 Janz,Horsham__Australia,2008,wheat,Wet,Low,TOS_1,Janz,32.04,44.79,,,,,,,,,,392.79,392.79,16.59,Horsham__Australia 2008 wheat 1 4 K Wet Low TOS_1 Janz,Horsham__Australia 2008 wheat 1 4 Wet Low TOS_1 Janz,Horsham__Australia 2008 wheat Wet Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.80062514,,,,,,,,0.572409488,1.269991599
168,Horsham__Australia 2008 wheat 1 Wet Low TOS_1 Yitpi,Horsham__Australia,2008,wheat,Wet,Low,TOS_1,Yitpi,30.08,44.9,,,,,,,,,,424.29,424.29,16.65,Horsham__Australia 2008 wheat 1 4 J Wet Low TOS_1 Yitpi,Horsham__Australia 2008 wheat 1 4 Wet Low TOS_1 Yitpi,Horsham__Australia 2008 wheat Wet Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.868819599,,,,,,,,0.854055851,1.437153833
169,Horsham__Australia 2008 wheat 1 Wet Low TOS_2 Janz,Horsham__Australia,2008,wheat,Wet,Low,TOS_2,Janz,42.2,40.25,,,,,,,,,,71.3,71.3,18.16,Horsham__Australia 2008 wheat 1 1 E Wet Low TOS_2 Janz,Horsham__Australia 2008 wheat 1 1 Wet Low TOS_2 Janz,Horsham__Australia 2008 wheat Wet Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,0.887950311,,,,,,,,0.609478673,2.846143058
170,Horsham__Australia 2008 wheat 1 Wet Low TOS_2 Yitpi,Horsham__Australia,2008,wheat,Wet,Low,TOS_2,Yitpi,28.87,36.36,,,,,,,,,,184.33,184.33,16.29,Horsham__Australia 2008 wheat 1 1 B Wet Low TOS_2 Yitpi,Horsham__Australia 2008 wheat 1 1 Wet Low TOS_2 Yitpi,Horsham__Australia 2008 wheat Wet Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.930143014,,,,,,,,0.993072393,1.495578582
171,Horsham__Australia 2008 wheat 1 Wet Medium TOS_1 Yitpi,Horsham__Australia,2008,wheat,Wet,Medium,TOS_1,Yitpi,27.97,43.73,,,,,,,,,,362.73,362.73,16.16,Horsham__Australia 2008 wheat 1 4 H Wet Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat 1 4 Wet Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.882689229,,,,,,,,0.884161602,1.618779809
172,Horsham__Australia 2008 wheat 1 Wet Medium TOS_2 Yitpi,Horsham__Australia,2008,wheat,Wet,Medium,TOS_2,Yitpi,27.92,34.91,,,,,,,,,,200.58,200.58,16.39,Horsham__Australia 2008 wheat 1 1 C Wet Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat 1 1 Wet Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.00343741,,,,,,,,0.969555874,1.768072589
173,Horsham__Australia 2008 wheat 2 Dry Low TOS_1 Janz,Horsham__Australia,2008,wheat,Dry,Low,TOS_1,Janz,21.43,42.21,,,,,,,,,,357,357,15.67,Horsham__Australia 2008 wheat 2 7 H Dry Low TOS_1 Janz,Horsham__Australia 2008 wheat 2 7 Dry Low TOS_1 Janz,Horsham__Australia 2008 wheat Dry Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.99668325,,,,,,,,1.15025665,0.929663866
174,Horsham__Australia 2008 wheat 2 Dry Low TOS_1 Yitpi,Horsham__Australia,2008,wheat,Dry,Low,TOS_1,Yitpi,24.33,44.84,,,,,,,,,,386.48,386.48,15.31,Horsham__Australia 2008 wheat 2 7 K Dry Low TOS_1 Yitpi,Horsham__Australia 2008 wheat 2 7 Dry Low TOS_1 Yitpi,Horsham__Australia 2008 wheat Dry Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.920160571,,,,,,,,0.767776408,1.620834196
175,Horsham__Australia 2008 wheat 2 Dry Low TOS_2 Janz,Horsham__Australia,2008,wheat,Dry,Low,TOS_2,Janz,27.12,36.12,,,,,,,,,,169.5,169.5,15.27,Horsham__Australia 2008 wheat 2 8 C Dry Low TOS_2 Janz,Horsham__Australia 2008 wheat 2 8 Dry Low TOS_2 Janz,Horsham__Australia 2008 wheat Dry Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,1.063122924,,,,,,,,0.783185841,1.294159292
176,Horsham__Australia 2008 wheat 2 Dry Low TOS_2 Yitpi,Horsham__Australia,2008,wheat,Dry,Low,TOS_2,Yitpi,19.45,35.03,,,,,,,,,,283.68,283.68,13.19,Horsham__Australia 2008 wheat 2 8 E Dry Low TOS_2 Yitpi,Horsham__Australia 2008 wheat 2 8 Dry Low TOS_2 Yitpi,Horsham__Australia 2008 wheat Dry Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.108478447,,,,,,,,1.035475578,0.663494078
177,Horsham__Australia 2008 wheat 2 Dry Medium TOS_1 Yitpi,Horsham__Australia,2008,wheat,Dry,Medium,TOS_1,Yitpi,24.26,43.82,,,,,,,,,,371.67,371.67,14.28,Horsham__Australia 2008 wheat 2 7 J Dry Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat 2 7 Dry Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat Dry Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.934732999,,,,,,,,0.918384171,1.430543224
178,Horsham__Australia 2008 wheat 2 Dry Medium TOS_2 Yitpi,Horsham__Australia,2008,wheat,Dry,Medium,TOS_2,Yitpi,26.91,37.92,,,,,,,,,,116.54,116.54,15.58,Horsham__Australia 2008 wheat 2 8 B Dry Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat 2 8 Dry Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat Dry Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.998681435,,,,,,,,0.935340022,1.733739489
179,Horsham__Australia 2008 wheat 2 Wet Low TOS_1 Janz,Horsham__Australia,2008,wheat,Wet,Low,TOS_1,Janz,21.88,38.44,,,,,,,,,,323.05,323.05,16.04,Horsham__Australia 2008 wheat 2 7 E Wet Low TOS_1 Janz,Horsham__Australia 2008 wheat 2 7 Wet Low TOS_1 Janz,Horsham__Australia 2008 wheat Wet Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,1.059573361,,,,,,,,0.957952468,1.27868751
180,Horsham__Australia 2008 wheat 2 Wet Low TOS_1 Yitpi,Horsham__Australia,2008,wheat,Wet,Low,TOS_1,Yitpi,26.64,38.9,,,,,,,,,,465.98,465.98,16.54,Horsham__Australia 2008 wheat 2 7 C Wet Low TOS_1 Yitpi,Horsham__Australia 2008 wheat 2 7 Wet Low TOS_1 Yitpi,Horsham__Australia 2008 wheat Wet Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,1.032647815,,,,,,,,0.753378378,1.175608395
181,Horsham__Australia 2008 wheat 2 Wet Low TOS_2 Janz,Horsham__Australia,2008,wheat,Wet,Low,TOS_2,Janz,26.78,35.8,,,,,,,,,,261.3,261.3,16.68,Horsham__Australia 2008 wheat 2 8 K Wet Low TOS_2 Janz,Horsham__Australia 2008 wheat 2 8 Wet Low TOS_2 Janz,Horsham__Australia 2008 wheat Wet Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,1.207821229,,,,,,,,1.227781927,0.735744355
182,Horsham__Australia 2008 wheat 2 Wet Low TOS_2 Yitpi,Horsham__Australia,2008,wheat,Wet,Low,TOS_2,Yitpi,25.55,34.6,,,,,,,,,,294.33,294.33,14.79,Horsham__Australia 2008 wheat 2 8 H Wet Low TOS_2 Yitpi,Horsham__Australia 2008 wheat 2 8 Wet Low TOS_2 Yitpi,Horsham__Australia 2008 wheat Wet Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.171676301,,,,,,,,1.2,0.725817959
183,Horsham__Australia 2008 wheat 2 Wet Medium TOS_1 Yitpi,Horsham__Australia,2008,wheat,Wet,Medium,TOS_1,Yitpi,28.53,42.35,,,,,,,,,,480.49,480.49,15.41,Horsham__Australia 2008 wheat 2 7 B Wet Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat 2 7 Wet Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.974734357,,,,,,,,0.743077462,0.986305646
184,Horsham__Australia 2008 wheat 2 Wet Medium TOS_2 Yitpi,Horsham__Australia,2008,wheat,Wet,Medium,TOS_2,Yitpi,28.66,34.69,,,,,,,,,,227.45,227.45,15.55,Horsham__Australia 2008 wheat 2 8 J Wet Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat 2 8 Wet Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.106947247,,,,,,,,0.80286113,1.120905694
185,Horsham__Australia 2008 wheat 3 Dry Low TOS_1 Janz,Horsham__Australia,2008,wheat,Dry,Low,TOS_1,Janz,33.62,49.32,,,,,,,,,,200.79,200.79,18.98,Horsham__Australia 2008 wheat 3 11 B Dry Low TOS_1 Janz,Horsham__Australia 2008 wheat 3 11 Dry Low TOS_1 Janz,Horsham__Australia 2008 wheat Dry Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,1.034266018,,,,,,,,1.107971446,0.720105583
186,Horsham__Australia 2008 wheat 3 Dry Low TOS_1 Yitpi,Horsham__Australia,2008,wheat,Dry,Low,TOS_1,Yitpi,34.82,50.14,,,,,,,,,,219.9,219.9,16.29,Horsham__Australia 2008 wheat 3 11 C Dry Low TOS_1 Yitpi,Horsham__Australia 2008 wheat 3 11 Dry Low TOS_1 Yitpi,Horsham__Australia 2008 wheat Dry Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.942361388,,,,,,,,0.853245261,1.278353797
187,Horsham__Australia 2008 wheat 3 Dry Low TOS_2 Janz,Horsham__Australia,2008,wheat,Dry,Low,TOS_2,Janz,37.53,37.39,,,,,,,,,,130.37,130.37,15.18,Horsham__Australia 2008 wheat 3 12 B Dry Low TOS_2 Janz,Horsham__Australia 2008 wheat 3 12 Dry Low TOS_2 Janz,Horsham__Australia 2008 wheat Dry Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,1.052955336,,,,,,,,1.17719158,0.168673775
188,Horsham__Australia 2008 wheat 3 Dry Low TOS_2 Yitpi,Horsham__Australia,2008,wheat,Dry,Low,TOS_2,Yitpi,42.58,41.06,,,,,,,,,,97.79,97.79,16.22,Horsham__Australia 2008 wheat 3 12 E Dry Low TOS_2 Yitpi,Horsham__Australia 2008 wheat 3 12 Dry Low TOS_2 Yitpi,Horsham__Australia 2008 wheat Dry Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.088163663,,,,,,,,1.057538751,0.864812353
189,Horsham__Australia 2008 wheat 3 Dry Medium TOS_1 Yitpi,Horsham__Australia,2008,wheat,Dry,Medium,TOS_1,Yitpi,31.9,43.22,,,,,,,,,,302.33,302.33,15.48,Horsham__Australia 2008 wheat 3 11 E Dry Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat 3 11 Dry Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat Dry Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,1.174224896,,,,,,,,1.0169279,0.81344888
190,Horsham__Australia 2008 wheat 3 Dry Medium TOS_2 Yitpi,Horsham__Australia,2008,wheat,Dry,Medium,TOS_2,Yitpi,39.08,35.72,,,,,,,,,,161.89,161.89,15.24,Horsham__Australia 2008 wheat 3 12 C Dry Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat 3 12 Dry Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat Dry Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.007838746,,,,,,,,1.031218014,0.372166286
191,Horsham__Australia 2008 wheat 3 Wet Low TOS_1 Janz,Horsham__Australia,2008,wheat,Wet,Low,TOS_1,Janz,39.74,46.58,,,,,,,,,,217.38,217.38,18.97,Horsham__Australia 2008 wheat 3 11 K Wet Low TOS_1 Janz,Horsham__Australia 2008 wheat 3 11 Wet Low TOS_1 Janz,Horsham__Australia 2008 wheat Wet Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.841992271,,,,,,,,0.552340211,1.971754531
192,Horsham__Australia 2008 wheat 3 Wet Low TOS_1 Yitpi,Horsham__Australia,2008,wheat,Wet,Low,TOS_1,Yitpi,39.28,43.76,,,,,,,,,,255.75,255.75,18.09,Horsham__Australia 2008 wheat 3 11 J Wet Low TOS_1 Yitpi,Horsham__Australia 2008 wheat 3 11 Wet Low TOS_1 Yitpi,Horsham__Australia 2008 wheat Wet Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.81238574,,,,,,,,0.631619145,2.264789834
193,Horsham__Australia 2008 wheat 3 Wet Low TOS_2 Janz,Horsham__Australia,2008,wheat,Wet,Low,TOS_2,Janz,50.85,41.43,,,,,,,,,,78.04,78.04,17.92,Horsham__Australia 2008 wheat 3 12 J Wet Low TOS_2 Janz,Horsham__Australia 2008 wheat 3 12 Wet Low TOS_2 Janz,Horsham__Australia 2008 wheat Wet Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,1.118271784,,,,,,,,0.965585054,0.291004613
194,Horsham__Australia 2008 wheat 3 Wet Low TOS_2 Yitpi,Horsham__Australia,2008,wheat,Wet,Low,TOS_2,Yitpi,39.13,35.89,,,,,,,,,,70.08,70.08,15.88,Horsham__Australia 2008 wheat 3 12 H Wet Low TOS_2 Yitpi,Horsham__Australia 2008 wheat 3 12 Wet Low TOS_2 Yitpi,Horsham__Australia 2008 wheat Wet Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.962942324,,,,,,,,0.766164068,2.510131279
195,Horsham__Australia 2008 wheat 3 Wet Medium TOS_1 Yitpi,Horsham__Australia,2008,wheat,Wet,Medium,TOS_1,Yitpi,36.98,44.42,,,,,,,,,,240.84,240.84,18.23,Horsham__Australia 2008 wheat 3 11 H Wet Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat 3 11 Wet Medium TOS_1 Yitpi,Horsham__Australia 2008 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.952048627,,,,,,,,0.808274743,1.549078226
196,Horsham__Australia 2008 wheat 3 Wet Medium TOS_2 Yitpi,Horsham__Australia,2008,wheat,Wet,Medium,TOS_2,Yitpi,48.44,36.76,,,,,,,,,,161.99,161.99,17.1,Horsham__Australia 2008 wheat 3 12 K Wet Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat 3 12 Wet Medium TOS_2 Yitpi,Horsham__Australia 2008 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.056583243,,,,,,,,0.76073493,0.660719798
